seed,tracetype,target,kernel,iter,d1,d2,ldr,dr
1,mcmc,Banana,MF.RWMH,65,0.34185761208012566,8.836989288799034,1.7058003204238057,4.5057903008442235
1,mcmc,Banana,MF.RWMH,66,0.9771054603634614,9.234912499929514,0.5502917015615032,0.7337586842274351
1,mcmc,Banana,MF.RWMH,67,0.9940991218676593,9.39059050678851,0.605338988060443,0.8318730867493911
1,mcmc,Banana,MF.RWMH,68,1.0859512119079358,9.804652609910034,0.8011745731616888,1.228156524941299
1,mcmc,Banana,MF.RWMH,69,1.0859512119079358,9.804652609910034,0.8011745731616888,1.228156524941299
1,mcmc,Banana,MF.RWMH,70,1.3151642804326298,9.186738658763476,0.17541667542523243,0.19174268306172307
1,mcmc,Banana,MF.RWMH,71,0.6298899759899181,8.856032750098,1.1745003584843277,2.2365254373098944
1,mcmc,Banana,MF.RWMH,72,0.7158038785901495,9.087510297926075,0.9924539203177201,1.6978466568696156
1,mcmc,Banana,MF.RWMH,73,1.0310700693961086,8.357570704701848,-0.05902318141793916,-0.05731508386921711
1,mcmc,Banana,MF.RWMH,74,1.0310700693961086,8.357570704701848,-0.05902318141793916,-0.05731508386921711
1,mcmc,Banana,MF.RWMH,75,1.5196681842340203,8.721669857571635,-0.5533708758746299,-0.42499174161235526
1,mcmc,Banana,MF.RWMH,76,1.5196681842340203,8.721669857571635,-0.5533708758746299,-0.42499174161235526
1,mcmc,Banana,MF.RWMH,77,1.1753810794597896,8.017272819783216,-0.8223232960701288,-0.5605904108860865
1,mcmc,Banana,MF.RWMH,78,1.1168877330404774,8.216464859413751,-0.4421349663101095,-0.3573371082372207
1,mcmc,Banana,MF.RWMH,79,1.0936785064516612,7.766896869974601,-0.6992557068801712,-0.5030449536022004
1,mcmc,Banana,MF.RWMH,80,1.5699435744482184,8.412580927516371,-1.1542966445768186,-0.6847207877202411
1,mcmc,Banana,MF.RWMH,81,1.5699435744482184,8.412580927516371,-1.1542966445768186,-0.6847207877202411
1,mcmc,Banana,MF.RWMH,82,0.849433500321792,9.343760588563896,0.7902492873799454,1.20394577364786
1,mcmc,Banana,MF.RWMH,83,0.1774250565425176,9.332768341375504,1.669282459820393,4.30835747054059
1,mcmc,Banana,MF.RWMH,84,-0.6684249044992202,9.3574560043,1.0922818028241283,1.981068528397813
1,mcmc,Banana,MF.RWMH,85,-0.7839703923987952,10.019289661266926,1.0040230978030746,1.7292397697662483
1,mcmc,Banana,MF.RWMH,86,-1.0688082283309954,11.328511024117404,1.821148212779721,5.178949126654156
1,mcmc,Banana,MF.RWMH,87,-1.0688082283309954,11.328511024117404,1.821148212779721,5.178949126654156
1,mcmc,Banana,MF.RWMH,88,-0.6062598523476985,10.789639839499834,1.028558722155298,1.7970316284743508
1,mcmc,Banana,MF.RWMH,89,-0.6520183392524929,10.248793824101318,1.0735275960081214,1.9256819418060367
1,mcmc,Banana,MF.RWMH,90,-0.4912491924822016,10.410826254320263,1.1058295439288335,2.0217300872510515
1,mcmc,Banana,MF.RWMH,91,0.3647788479603343,10.13635496741019,1.2349791204869431,2.4383067297853893
1,mcmc,Banana,MF.RWMH,92,-0.5656445406580299,10.802277981706315,1.0186701157023736,1.7695091870320774
1,mcmc,Banana,MF.RWMH,93,-0.9684668081900258,9.551317056657185,0.7297310410636872,1.074522571248925
1,mcmc,Banana,MF.RWMH,94,-0.9684668081900258,9.551317056657185,0.7297310410636872,1.074522571248925
1,mcmc,Banana,MF.RWMH,95,-0.7189400544336328,8.69598059654521,0.9774728078797388,1.6577311504883427
1,mcmc,Banana,MF.RWMH,96,-0.7189400544336328,8.69598059654521,0.9774728078797388,1.6577311504883427
1,mcmc,Banana,MF.RWMH,97,-1.2275690853451153,9.134919631160736,0.18303150902399912,0.2008522451669352
1,mcmc,Banana,MF.RWMH,98,-1.2275690853451153,9.134919631160736,0.18303150902399912,0.2008522451669352
1,mcmc,Banana,MF.RWMH,99,-1.2275690853451153,9.134919631160736,0.18303150902399912,0.2008522451669352
1,mcmc,Banana,MF.RWMH,100,-1.3550711462632712,9.003373381823605,-0.05293291534792255,-0.05155636364045826
1,mcmc,Banana,MF.RWMH,101,-1.1157909291025994,8.76678854088963,0.016298183869186023,0.016431723767430313
1,mcmc,Banana,MF.RWMH,102,-1.1157909291025994,8.76678854088963,0.016298183869186023,0.016431723767430313
1,mcmc,Banana,MF.RWMH,103,-0.46263233931708225,8.892928801590209,1.507275987031397,3.514416700415371
1,mcmc,Banana,MF.RWMH,104,-0.9916506585908093,9.709084297742407,0.7893853349320805,1.2020424915927372
1,mcmc,Banana,MF.RWMH,105,0.43682389561708057,9.786694697630734,1.2951718316750962,2.6516233847982464
1,mcmc,Banana,MF.RWMH,106,0.7551459706747592,9.974949143038057,1.0022728599153066,1.7244671287633029
1,mcmc,Banana,MF.RWMH,107,0.5542776745094322,9.7307372791797,1.193717474891117,2.2993235905138225
1,mcmc,Banana,MF.RWMH,108,0.8463254898190034,9.737018405943925,0.8915914902457507,1.4390082219120468
1,mcmc,Banana,MF.RWMH,109,-0.04278207003519707,9.393618976333034,1.69118584972049,4.4259112068613575
1,mcmc,Banana,MF.RWMH,110,0.2821073541959824,9.114950156511844,1.6760632161124365,4.3444744607294945
1,mcmc,Banana,MF.RWMH,111,0.10440477519429864,9.228870219055091,1.7507666040046916,4.759015868832083
1,mcmc,Banana,MF.RWMH,112,0.9392487204374949,9.715740059826182,0.8087012178971027,1.2449903391187638
1,mcmc,Banana,MF.RWMH,113,0.7001418493127738,9.68172146787752,1.0362428834757926,1.8186072598788325
1,mcmc,Banana,MF.RWMH,114,0.9218181356695413,9.902397860223994,0.891696470839916,1.439264283884891
1,mcmc,Banana,MF.RWMH,115,0.9218181356695413,9.902397860223994,0.891696470839916,1.439264283884891
1,mcmc,Banana,MF.RWMH,116,0.9218181356695413,9.902397860223994,0.891696470839916,1.439264283884891
1,mcmc,Banana,MF.RWMH,117,1.2581371136849684,9.589511907728006,0.6445852079375927,0.9051966049233351
1,mcmc,Banana,MF.RWMH,118,1.218820418191541,9.934960312103858,0.9801458004430392,1.6648447491515235
1,mcmc,Banana,MF.RWMH,119,1.5482815498233264,9.553507313806165,1.0621499452115697,1.8925832043232793
1,mcmc,Banana,MF.RWMH,120,1.5482815498233264,9.553507313806165,1.0621499452115697,1.8925832043232793
1,mcmc,Banana,MF.RWMH,121,1.5482815498233264,9.553507313806165,1.0621499452115697,1.8925832043232793
1,mcmc,Banana,MF.RWMH,122,1.5482815498233264,9.553507313806165,1.0621499452115697,1.8925832043232793
1,mcmc,Banana,MF.RWMH,123,1.5482815498233264,9.553507313806165,1.0621499452115697,1.8925832043232793
1,mcmc,Banana,MF.RWMH,124,1.5482815498233264,9.553507313806165,1.0621499452115697,1.8925832043232793
1,mcmc,Banana,MF.RWMH,125,1.2045893106493502,10.412241960533203,1.4289411476121878,3.1742769079920565
1,mcmc,Banana,MF.RWMH,126,1.2045893106493502,10.412241960533203,1.4289411476121878,3.1742769079920565
1,mcmc,Banana,MF.RWMH,127,1.2045893106493502,10.412241960533203,1.4289411476121878,3.1742769079920565
1,mcmc,Banana,MF.RWMH,128,1.0749749196398566,10.397707420938426,1.2025383649431651,2.32855529644552
1,mcmc,Banana,MF.RWMH,129,1.0749749196398566,10.397707420938426,1.2025383649431651,2.32855529644552
1,mcmc,Banana,MF.RWMH,130,0.9833754981742211,10.449490051077657,1.1377580340972062,2.1197661094677733
1,mcmc,Banana,MF.RWMH,131,0.7599227903141605,10.842362964631986,1.08040878651072,1.9458835424153373
1,mcmc,Banana,MF.RWMH,132,1.3514023950035237,10.06540328354236,1.3635762876070818,2.9101521551747815
1,mcmc,Banana,MF.RWMH,133,1.2732233766686034,10.084280196365542,1.219491833049546,2.385466914028978
1,mcmc,Banana,MF.RWMH,134,1.2732233766686034,10.084280196365542,1.219491833049546,2.385466914028978
1,mcmc,Banana,MF.RWMH,135,1.0240706457530235,9.619524767939785,0.7030324952176388,1.0198686715544254
1,mcmc,Banana,MF.RWMH,136,0.6822605177420926,10.140018154855584,1.051640886351648,1.8623440480099354
1,mcmc,Banana,MF.RWMH,137,0.7972263256762512,10.184826943341326,1.008610600065719,1.74178892601844
1,mcmc,Banana,MF.RWMH,138,0.3504400955853357,10.185314338099465,1.2249390830162148,2.403958717576847
1,mcmc,Banana,MF.RWMH,139,0.2748695023337897,9.424586702518049,1.5621515469171008,3.769071094879159
1,mcmc,Banana,MF.RWMH,140,0.2748695023337897,9.424586702518049,1.5621515469171008,3.769071094879159
1,mcmc,Banana,MF.RWMH,141,-0.30280024492317814,9.677522552375391,1.4476931757780402,3.2532915935769724
1,mcmc,Banana,MF.RWMH,142,-0.7636815320961821,10.488430806740249,1.0628758230949655,1.8946836287307656
1,mcmc,Banana,MF.RWMH,143,-1.0727230644206591,10.261365844782677,1.1280875019151222,2.089741720801696
1,mcmc,Banana,MF.RWMH,144,-1.0727230644206591,10.261365844782677,1.1280875019151222,2.089741720801696
1,mcmc,Banana,MF.RWMH,145,-1.0727230644206591,10.261365844782677,1.1280875019151222,2.089741720801696
1,mcmc,Banana,MF.RWMH,146,-1.0727230644206591,10.261365844782677,1.1280875019151222,2.089741720801696
1,mcmc,Banana,MF.RWMH,147,-1.519460210975705,10.113084234525886,2.0338089829928716,6.643143588342402
1,mcmc,Banana,MF.RWMH,148,-1.1821295295999343,10.376289456088813,1.3716593604922758,2.9418862818850995
1,mcmc,Banana,MF.RWMH,149,-1.1821295295999343,10.376289456088813,1.3716593604922758,2.9418862818850995
1,mcmc,Banana,MF.RWMH,150,-1.288145424210695,10.58839356343122,1.864310778926456,5.451487851944627
1,mcmc,Banana,MF.RWMH,151,-1.288145424210695,10.58839356343122,1.864310778926456,5.451487851944627
1,mcmc,Banana,MF.RWMH,152,-1.0636357044616724,10.723517354640887,1.4184667363139485,3.130782004204194
1,mcmc,Banana,MF.RWMH,153,-1.0636357044616724,10.723517354640887,1.4184667363139485,3.130782004204194
1,mcmc,Banana,MF.RWMH,154,-0.2767188103999815,9.812851920715659,1.4120717459424688,3.1044499793226796
1,mcmc,Banana,MF.RWMH,155,-0.5630226362626416,9.865764709516753,1.1733771769435588,2.232892272416298
1,mcmc,Banana,MF.RWMH,156,-0.4210204924183385,9.418007330639023,1.4251906710114892,3.1586507013016822
1,mcmc,Banana,MF.RWMH,157,-0.40489307648123785,9.3121769847281,1.475768664972882,3.3743969266587
1,mcmc,Banana,MF.RWMH,158,-0.7211885576409328,9.526625089104089,1.0179286369172602,1.7674564158619026
1,mcmc,Banana,MF.RWMH,159,-0.061921777312258786,9.619792514603837,1.5826610249845887,3.8678921743092927
1,mcmc,Banana,MF.RWMH,160,0.5511415930268359,9.100053941819255,1.3012659686240475,2.673944823661836
1,mcmc,Banana,MF.RWMH,161,1.278483032254455,8.724467447947132,-0.35573567418245,-0.29934220229421754
1,mcmc,Banana,MF.RWMH,162,0.8445856952336104,8.807510156831757,0.6641400229085592,0.9428190228621705
1,mcmc,Banana,MF.RWMH,163,0.8445856952336104,8.807510156831757,0.6641400229085592,0.9428190228621705
1,mcmc,Banana,MF.RWMH,164,1.3052488002792946,8.188529880073828,-1.0657067543303858,-0.6555156970611486
1,mcmc,Banana,MF.RWMH,165,0.753358523870657,8.064990856072535,0.8041667625621498,1.2348335757964484
1,mcmc,Banana,MF.RWMH,166,1.385643645700072,9.099518479051154,0.054196089033966555,0.05569159140458095
1,mcmc,Banana,MF.RWMH,167,1.385643645700072,9.099518479051154,0.054196089033966555,0.05569159140458095
1,mcmc,Banana,MF.RWMH,168,1.4032472472831652,8.924458734084164,-0.20638015731509807,-0.18647624951433941
1,mcmc,Banana,MF.RWMH,169,1.6010696676766172,8.214189433840986,-1.578423967299675,-0.7937000223618345
1,mcmc,Banana,MF.RWMH,170,1.684114745096532,7.389299036528922,-3.569107548962,-0.9718190073828905
1,mcmc,Banana,MF.RWMH,171,1.2498049917757141,7.545781940508657,-1.6185331302218549,-0.8018107962814207
1,mcmc,Banana,MF.RWMH,172,1.2498049917757141,7.545781940508657,-1.6185331302218549,-0.8018107962814207
1,mcmc,Banana,MF.RWMH,173,0.9413636548663594,7.513831878801171,-0.1373570490352929,-0.12834105442141755
1,mcmc,Banana,MF.RWMH,174,1.8300177053823836,8.191724434208906,-1.494758416116003,-0.7756972138761408
1,mcmc,Banana,MF.RWMH,175,1.8300177053823836,8.191724434208906,-1.494758416116003,-0.7756972138761408
1,mcmc,Banana,MF.RWMH,176,1.515830910973506,8.304798238311726,-1.3217776652429323,-0.7333391533393183
1,mcmc,Banana,MF.RWMH,177,1.515830910973506,8.304798238311726,-1.3217776652429323,-0.7333391533393183
1,mcmc,Banana,MF.RWMH,178,1.515830910973506,8.304798238311726,-1.3217776652429323,-0.7333391533393183
1,mcmc,Banana,MF.RWMH,179,1.515830910973506,8.304798238311726,-1.3217776652429323,-0.7333391533393183
1,mcmc,Banana,MF.RWMH,180,1.515830910973506,8.304798238311726,-1.3217776652429323,-0.7333391533393183
1,mcmc,Banana,MF.RWMH,181,1.515830910973506,8.304798238311726,-1.3217776652429323,-0.7333391533393183
1,mcmc,Banana,MF.RWMH,182,1.056567684707114,8.521422145289241,-0.03232765589000497,-0.03181070282395698
1,mcmc,Banana,MF.RWMH,183,1.0672536687722083,8.984253703058043,0.25203248742314655,0.2866378361536876
1,mcmc,Banana,MF.RWMH,184,0.7715119433738721,9.52875265102681,0.9375405652244391,1.5536930470934605
1,mcmc,Banana,MF.RWMH,185,0.7715119433738721,9.52875265102681,0.9375405652244391,1.5536930470934605
1,mcmc,Banana,MF.RWMH,186,0.7715119433738721,9.52875265102681,0.9375405652244391,1.5536930470934605
1,mcmc,Banana,MF.RWMH,187,1.2665138811730774,9.340517097658553,0.366411596198994,0.4425488681101221
1,mcmc,Banana,MF.RWMH,188,0.9519096001955227,9.117284440236638,0.5382062400548531,0.7129315168501096
1,mcmc,Banana,MF.RWMH,189,1.1906688352229666,9.15392362068507,0.2132880257901606,0.23774110126644327
1,mcmc,Banana,MF.RWMH,190,0.9795548334589967,8.961400998431023,0.4110676069808994,0.5084273333287609
1,mcmc,Banana,MF.RWMH,191,0.812513175864737,9.04482607225193,0.790380832151369,1.2042357102602894
1,mcmc,Banana,MF.RWMH,192,0.28863624811137123,8.677918274595589,1.834590060643058,5.262566346729814
1,mcmc,Banana,MF.RWMH,193,0.7790225293858206,8.405514328893515,0.7653343886307353,1.1497130941007276
1,mcmc,Banana,MF.RWMH,194,0.7473442473536461,8.028349319697812,0.8214136927354194,1.273711896555801
1,mcmc,Banana,MF.RWMH,195,1.2094076195998262,8.520929427112232,-0.43852857785365806,-0.35501523192554757
1,mcmc,Banana,MF.RWMH,196,1.2094076195998262,8.520929427112232,-0.43852857785365806,-0.35501523192554757
1,mcmc,Banana,MF.RWMH,197,1.2813627682660105,8.254640781547508,-0.9177690856272243,-0.6005909046105833
1,mcmc,Banana,MF.RWMH,198,1.2813627682660105,8.254640781547508,-0.9177690856272243,-0.6005909046105833
1,mcmc,Banana,MF.RWMH,199,1.2813627682660105,8.254640781547508,-0.9177690856272243,-0.6005909046105833
1,mcmc,Banana,MF.RWMH,200,1.4009475641406401,7.852025046803565,-1.823884990734514,-0.8386024964494325
1,mcmc,Banana,MF.RWMH,201,1.4009475641406401,7.852025046803565,-1.823884990734514,-0.8386024964494325
1,mcmc,Banana,MF.RWMH,202,1.04927956021111,7.755729620313937,-0.509908889087566,-0.39944970699514376
1,mcmc,Banana,MF.RWMH,203,1.6232635725145441,8.070332678838763,-1.904725421165772,-0.8511364882194956
1,mcmc,Banana,MF.RWMH,204,1.6232635725145441,8.070332678838763,-1.904725421165772,-0.8511364882194956
1,mcmc,Banana,MF.RWMH,205,1.6232635725145441,8.070332678838763,-1.904725421165772,-0.8511364882194956
1,mcmc,Banana,MF.RWMH,206,1.6232635725145441,8.070332678838763,-1.904725421165772,-0.8511364882194956
1,mcmc,Banana,MF.RWMH,207,0.7903454551560545,7.461763751519049,0.5629115605281303,0.7557771168396018
1,mcmc,Banana,MF.RWMH,208,1.6520640630092795,7.390843829231439,-3.479065763242667,-0.9691637941029478
1,mcmc,Banana,MF.RWMH,209,1.6578954015604355,7.63600000584461,-2.9297442699232725,-0.9465893048799658
1,mcmc,Banana,MF.RWMH,210,1.3932422942652263,7.684954575448556,-2.048542456173769,-0.8710773228373863
1,mcmc,Banana,MF.RWMH,211,1.3932422942652263,7.684954575448556,-2.048542456173769,-0.8710773228373863
1,mcmc,Banana,MF.RWMH,212,1.3932422942652263,7.684954575448556,-2.048542456173769,-0.8710773228373863
1,mcmc,Banana,MF.RWMH,213,1.3932422942652263,7.684954575448556,-2.048542456173769,-0.8710773228373863
1,mcmc,Banana,MF.RWMH,214,1.3932422942652263,7.684954575448556,-2.048542456173769,-0.8710773228373863
1,mcmc,Banana,MF.RWMH,215,1.3932422942652263,7.684954575448556,-2.048542456173769,-0.8710773228373863
1,mcmc,Banana,MF.RWMH,216,1.2052023917042507,6.92367310252033,-2.0392122530513035,-0.869868819046391
1,mcmc,Banana,MF.RWMH,217,1.2052023917042507,6.92367310252033,-2.0392122530513035,-0.869868819046391
1,mcmc,Banana,MF.RWMH,218,1.2052023917042507,6.92367310252033,-2.0392122530513035,-0.869868819046391
1,mcmc,Banana,MF.RWMH,219,1.2052023917042507,6.92367310252033,-2.0392122530513035,-0.869868819046391
1,mcmc,Banana,MF.RWMH,220,1.224470035666359,7.565528495938667,-1.478193139195393,-0.771950630185878
1,mcmc,Banana,MF.RWMH,221,1.224470035666359,7.565528495938667,-1.478193139195393,-0.771950630185878
1,mcmc,Banana,MF.RWMH,222,1.224470035666359,7.565528495938667,-1.478193139195393,-0.771950630185878
1,mcmc,Banana,MF.RWMH,223,1.4006775579590198,7.288545910910978,-2.679581442412456,-0.9314081422106818
1,mcmc,Banana,MF.RWMH,224,1.4006775579590198,7.288545910910978,-2.679581442412456,-0.9314081422106818
1,mcmc,Banana,MF.RWMH,225,1.8037180633521004,7.040571305390796,-4.779565779496242,-0.9916003545259706
1,mcmc,Banana,MF.RWMH,226,1.758012280945225,6.735644237655134,-5.465280730034294,-0.9957688469314561
1,mcmc,Banana,MF.RWMH,227,1.758012280945225,6.735644237655134,-5.465280730034294,-0.9957688469314561
1,mcmc,Banana,MF.RWMH,228,1.758012280945225,6.735644237655134,-5.465280730034294,-0.9957688469314561
1,mcmc,Banana,MF.RWMH,229,1.758012280945225,6.735644237655134,-5.465280730034294,-0.9957688469314561
1,mcmc,Banana,MF.RWMH,230,1.4616809207021353,6.972909884403634,-3.503593798366796,-0.9699109451128577
1,mcmc,Banana,MF.RWMH,231,1.2734544094156306,7.307983637902305,-2.0096855654757504,-0.8659691880416586
1,mcmc,Banana,MF.RWMH,232,1.2734544094156306,7.307983637902305,-2.0096855654757504,-0.8659691880416586
1,mcmc,Banana,MF.RWMH,233,1.6102449662185443,6.618822565494401,-5.019499511561421,-0.9933921669741073
1,mcmc,Banana,MF.RWMH,234,1.6102449662185443,6.618822565494401,-5.019499511561421,-0.9933921669741073
1,mcmc,Banana,MF.RWMH,235,1.6102449662185443,6.618822565494401,-5.019499511561421,-0.9933921669741073
1,mcmc,Banana,MF.RWMH,236,1.6102449662185443,6.618822565494401,-5.019499511561421,-0.9933921669741073
1,mcmc,Banana,MF.RWMH,237,1.6082544961292657,6.712348448008419,-4.806300838335138,-0.9918219442364441
1,mcmc,Banana,MF.RWMH,238,1.6082544961292657,6.712348448008419,-4.806300838335138,-0.9918219442364441
1,mcmc,Banana,MF.RWMH,239,1.5771006778879573,6.995860090971731,-4.051491699763661,-0.9826035949384164
1,mcmc,Banana,MF.RWMH,240,1.5771006778879573,6.995860090971731,-4.051491699763661,-0.9826035949384164
1,mcmc,Banana,MF.RWMH,241,1.5771006778879573,6.995860090971731,-4.051491699763661,-0.9826035949384164
1,mcmc,Banana,MF.RWMH,242,1.5771006778879573,6.995860090971731,-4.051491699763661,-0.9826035949384164
1,mcmc,Banana,MF.RWMH,243,1.7156762749823953,7.259016664231732,-3.9708327882269803,-0.9811422778948777
1,mcmc,Banana,MF.RWMH,244,1.7156762749823953,7.259016664231732,-3.9708327882269803,-0.9811422778948777
1,mcmc,Banana,MF.RWMH,245,1.3448097975010314,7.5263654795691455,-2.0766566382040508,-0.874651401884777
1,mcmc,Banana,MF.RWMH,246,0.8739523915827259,6.977010330541192,0.010792499156101698,0.010850948256493072
1,mcmc,Banana,MF.RWMH,247,-0.16716225819628128,8.051640962300903,2.2295181657454686,8.29538616481878
